concurso,bola1,bola2,bola3,bola4,bola5,bola6,bola7,bola8,bola9,bola10,bola11,bola12,bola13,bola14,bola15,bola16
2015,3,6,7,10,11,13,14,16,17,18,19,20,22,23,24,25
2016,1,4,5,6,7,8,9,10,11,13,14,15,19,21,22,25
2017,1,2,3,5,6,7,9,10,11,13,14,15,16,18,19,21
2018,2,3,6,8,9,11,12,13,14,15,16,18,19,21,24,25
2019,1,2,5,6,7,10,12,14,16,17,18,19,20,21,23,24
2020,1,2,4,5,6,10,11,13,14,15,16,20,21,22,23,24
2021,1,2,3,4,5,8,9,11,13,14,17,18,19,22,23,25
2022,1,3,4,5,7,8,11,12,14,15,16,17,18,19,22,24
2023,1,2,4,5,6,7,8,9,12,13,15,16,20,21,22,23
2024,1,4,5,8,9,10,11,13,15,16,18,20,21,22,23,24
2025,1,3,4,5,6,7,8,10,11,12,13,17,18,20,22,24
2026,3,6,8,9,11,12,13,14,15,16,17,18,19,21,23,25
2027,1,3,5,6,8,9,10,11,14,15,16,18,20,22,24,25
2028,1,2,4,5,7,9,10,11,12,14,15,16,17,18,21,25
2029,1,4,10,11,12,13,14,15,16,17,19,20,22,23,24,25
2030,1,3,4,5,6,8,9,10,12,13,15,17,19,20,24,25
2031,1,2,5,6,7,8,9,11,13,14,15,16,21,22,23,25
2032,3,4,5,6,9,12,13,16,17,18,20,21,22,23,24,25
2033,2,3,4,6,7,8,10,12,13,14,15,16,18,19,20,21
2034,1,2,3,5,7,8,10,11,12,17,20,21,22,23,24,25
2035,1,2,3,5,6,7,8,10,13,14,16,17,18,20,21,23
2036,2,4,5,6,7,11,12,13,16,17,19,20,21,22,23,24
2037,1,2,4,5,6,7,10,12,13,14,15,20,21,22,24,25
2038,1,2,4,7,9,10,11,12,14,15,16,18,19,20,21,25
2039,1,2,3,4,5,7,9,10,11,12,13,16,19,21,22,24
2040,1,2,3,4,6,9,10,11,12,14,15,16,17,19,22,25
2041,1,3,4,5,8,9,12,13,15,17,19,20,21,22,23,25
2042,1,5,8,9,10,11,13,14,16,17,18,20,21,22,23,25
2043,1,3,4,6,7,8,9,14,15,18,19,20,21,22,23,25
2044,2,4,5,7,8,10,11,12,13,14,17,18,21,23,24,25
2045,3,4,6,8,9,10,11,12,13,15,17,19,20,22,23,24
2046,1,2,3,4,7,8,9,11,12,14,16,17,20,21,22,23
2047,1,5,7,10,11,14,15,16,17,18,19,20,21,22,23,24
2048,1,2,3,5,8,9,10,11,12,13,16,17,19,20,23,24
2049,1,3,4,6,8,10,11,12,14,15,16,18,20,21,23,24
2050,4,5,6,7,8,9,10,12,13,14,15,17,19,21,22,25
2051,1,2,3,4,6,9,13,14,15,16,17,19,20,21,23,24
2052,1,2,3,4,6,7,8,9,11,14,15,17,19,20,21,23
2053,1,3,4,5,6,7,8,9,12,15,17,18,22,23,24,25
2054,1,2,3,5,7,8,13,14,15,17,19,20,21,23,24,25
2055,2,3,5,10,12,14,15,16,17,19,20,21,22,23,24,25
2056,3,4,6,8,9,12,13,14,15,16,17,18,20,22,23,24
2057,3,4,5,7,8,9,10,11,13,14,15,20,21,22,23,24
2058,1,3,7,8,9,11,12,13,14,15,17,18,19,22,23,25
2059,2,3,7,8,9,11,12,13,16,18,19,20,21,22,24,25
2060,2,5,6,7,9,10,11,12,13,15,16,17,19,21,22,23
2061,2,4,5,6,7,8,10,12,14,16,17,19,22,23,24,25
2062,1,2,3,6,7,8,10,13,16,18,19,20,21,22,24,25
2063,1,2,4,9,11,12,13,14,15,16,17,21,22,23,24,25
2064,1,3,5,7,8,10,11,12,14,15,17,18,19,21,22,25
2065,4,5,6,7,8,9,10,12,13,14,18,19,20,23,24,25
2066,1,2,3,4,5,7,8,9,10,11,12,13,16,18,23,25
2067,1,2,4,5,6,7,9,12,13,14,18,19,20,21,22,23
2068,1,4,6,7,10,11,12,14,16,17,18,19,21,22,24,25
2069,1,5,6,7,8,10,11,12,14,15,17,18,20,21,23,25
2070,1,2,3,6,7,9,10,13,14,18,19,20,21,22,23,24
2071,1,2,3,4,5,9,10,12,13,14,15,16,18,19,23,25
2072,1,3,5,6,7,8,9,10,11,12,15,17,18,21,22,25
2073,2,3,4,6,8,9,10,11,12,13,15,17,18,19,20,22
2074,1,2,6,7,8,9,10,11,12,13,14,15,16,17,18,22
2075,1,4,5,7,8,9,11,12,13,15,16,18,19,21,24,25
2076,1,2,3,4,5,7,9,11,13,14,15,16,18,20,22,25
2077,1,3,4,5,7,8,9,10,14,16,19,20,21,23,24,25
2078,2,3,5,7,8,9,11,15,16,17,18,19,20,22,24,25
2079,1,2,5,6,9,10,11,12,14,15,16,18,20,23,24,25
2080,1,3,5,6,10,11,12,16,17,18,19,20,21,22,23,24
2081,1,3,4,7,9,10,12,15,17,18,19,20,22,23,24,25
2082,1,3,6,8,12,13,15,16,18,19,20,21,22,23,24,25
2083,3,4,7,8,10,12,13,14,16,18,19,20,21,22,24,25
2084,4,6,8,9,10,11,12,13,14,15,16,17,19,20,22,23
2085,1,2,5,6,7,8,9,10,11,12,13,14,17,19,21,22
2086,2,5,7,8,10,11,12,13,16,17,18,19,21,23,24,25
2087,4,5,7,9,10,11,13,14,17,18,19,20,21,22,23,25
2088,1,2,5,8,9,11,12,14,15,16,17,18,19,22,23,25
2089,1,3,4,6,7,8,9,11,12,13,14,16,19,21,24,25
2090,2,5,6,9,10,13,15,16,17,18,19,20,21,23,24,25
2091,1,3,5,8,9,10,11,14,15,17,18,20,21,22,23,25
2092,2,4,5,6,8,9,11,13,14,15,18,19,21,22,24,25
2093,1,2,4,5,8,9,10,13,14,15,19,20,21,22,24,25
2094,1,2,3,6,9,11,12,13,16,17,18,19,21,22,23,24
2095,2,3,5,6,8,9,11,12,13,14,15,17,18,22,23,25
2096,1,2,3,4,6,9,12,13,14,15,16,18,19,20,22,25
2097,1,2,3,5,6,8,9,12,14,17,18,19,20,23,24,25
2098,2,3,4,7,8,11,12,13,15,17,18,20,21,23,24,25
2099,1,2,3,5,7,8,9,10,13,14,15,16,18,20,23,24
2100,1,2,4,5,6,7,8,10,11,12,14,15,21,23,24,25
2101,1,4,5,7,8,9,10,11,15,16,17,20,21,23,24,25
2102,1,3,4,5,7,8,9,12,13,14,16,18,20,22,23,24
2103,1,2,3,5,6,7,11,12,15,16,17,18,20,22,23,25
2104,2,4,5,6,8,10,11,12,13,14,17,18,21,22,23,25
2105,2,3,5,6,9,10,12,13,14,15,16,19,20,21,22,25
2106,3,4,5,6,9,10,12,13,14,15,17,19,22,23,24,25
2107,1,2,4,5,6,7,9,10,11,13,16,17,20,22,24,25
2108,2,4,5,6,7,8,9,10,11,12,13,14,15,19,23,25
2109,1,3,5,6,8,9,10,13,15,16,18,19,20,23,24,25
2110,1,3,5,6,8,10,12,14,16,17,19,20,21,22,23,24
2111,1,3,4,5,6,7,9,12,13,14,15,16,17,18,23,24
2112,3,4,6,7,8,11,12,13,14,16,17,18,20,21,23,24
2113,1,2,3,4,6,7,8,9,13,14,16,18,19,20,23,25
2114,1,2,4,5,6,7,9,13,14,15,16,17,18,19,20,24
2115,2,3,4,6,8,10,11,12,15,17,18,19,21,22,23,25
2116,1,2,4,5,6,7,9,10,11,13,14,17,18,19,23,25
2117,1,2,4,5,7,8,9,11,12,14,16,18,19,20,21,25
2118,1,3,5,6,7,8,10,11,12,15,16,17,20,21,22,25
2119,3,4,5,7,8,9,10,13,14,15,17,18,19,23,24,25
2120,1,2,4,5,6,7,9,11,12,14,17,19,20,22,23,25
2121,1,4,5,6,7,8,9,12,13,15,16,18,20,21,24,25
2122,1,2,3,4,6,9,10,11,12,13,14,15,16,17,18,22
2123,2,3,4,5,6,9,11,12,13,14,15,16,19,22,23,24
2124,2,3,4,6,7,9,10,11,12,14,15,17,19,20,23,25
2125,2,5,6,9,10,11,12,13,14,15,16,17,22,23,24,25
2126,4,5,6,7,9,10,11,13,14,15,16,17,18,19,21,22
2127,1,3,5,6,7,9,11,12,13,15,17,18,19,21,22,24
2128,4,5,6,7,8,9,10,11,12,14,18,19,21,22,23,24
2129,1,2,3,5,6,8,12,13,14,15,17,18,19,20,21,24
2130,2,4,6,7,8,10,12,13,14,17,19,21,22,23,24,25
2131,5,6,7,8,9,10,12,13,14,15,16,19,20,21,22,24
2132,1,4,8,9,11,12,13,14,16,18,19,20,21,22,23,24
2133,2,3,4,7,11,12,13,14,15,16,17,20,21,22,23,24
2134,2,4,5,8,9,10,11,14,15,17,19,20,21,22,23,25
2135,1,3,4,5,6,10,11,12,13,15,16,18,20,21,22,24
2136,1,2,3,5,6,7,8,11,12,13,14,15,18,20,23,24
2137,1,2,6,8,9,10,12,13,14,15,17,18,19,23,24,25
2138,3,5,6,7,8,9,10,13,14,15,18,19,21,22,23,24
2139,2,5,6,7,8,9,11,13,15,16,17,19,22,23,24,25
2140,2,6,7,8,9,10,11,12,15,17,18,19,20,22,24,25
2141,2,3,4,5,8,9,10,12,15,16,18,20,21,22,24,25
2142,1,2,5,6,8,9,10,11,13,14,17,19,21,22,23,24
2143,1,2,4,5,10,11,14,15,16,17,18,19,20,21,24,25
2144,1,3,4,5,8,9,10,11,13,14,16,18,20,21,22,24
2145,2,3,4,8,10,11,12,13,14,15,17,19,20,21,22,25
2146,5,7,8,11,12,13,14,15,16,17,18,19,20,21,23,24
2147,1,2,6,7,8,9,10,11,12,13,14,17,20,22,23,25
2148,1,2,3,6,9,10,11,12,14,16,18,19,20,21,23,24
2149,1,4,5,6,7,9,11,12,13,15,16,17,19,21,23,25
2150,2,4,5,6,7,9,13,14,15,16,17,19,20,22,23,25
2151,1,4,5,7,8,10,12,13,15,16,17,19,20,21,24,25
2152,3,7,8,9,10,11,12,13,14,15,16,18,19,20,22,25
2153,1,2,3,4,6,7,8,9,10,15,16,18,20,21,23,25
2154,2,4,5,6,7,8,9,10,13,14,15,16,17,18,20,24
2155,3,4,5,6,7,9,10,13,15,16,17,18,20,21,23,24
2156,1,8,10,11,12,13,14,15,17,18,19,20,21,23,24,25
2157,2,4,6,7,8,9,10,11,12,13,15,16,18,20,21,23
2158,1,2,3,4,5,6,7,8,11,14,17,18,20,23,24,25
2159,2,3,5,10,12,13,14,16,17,18,19,20,21,22,23,24
2160,1,2,4,5,6,9,10,11,13,14,15,19,20,22,23,24
2161,2,3,4,5,6,7,11,13,14,15,16,17,20,22,24,25
2162,3,7,8,9,10,11,12,14,15,16,18,19,21,22,23,24
2163,1,3,6,8,10,11,13,15,17,18,19,20,21,22,23,24
2164,1,2,4,5,6,7,12,13,14,15,16,18,19,20,21,23
2165,2,4,5,6,7,8,10,12,13,14,17,18,19,20,21,22
2166,2,3,5,6,9,10,11,12,13,14,18,19,21,23,24,25
2167,1,5,6,8,9,10,11,12,13,14,16,17,18,19,22,25
2168,1,8,9,10,11,12,13,14,15,17,18,20,21,22,23,25
2169,1,2,3,4,12,13,14,15,16,17,19,20,21,22,24,25
2170,2,5,7,10,11,12,13,14,15,16,17,18,19,22,24,25
2171,3,4,5,8,9,10,11,13,14,15,16,17,18,19,21,22
2172,1,2,3,6,8,9,10,12,14,15,16,17,19,20,21,22
2173,1,2,3,4,5,6,9,10,11,12,14,16,17,19,21,22
2174,1,4,5,7,8,9,10,13,14,16,18,19,21,22,23,25
2175,2,3,5,6,7,8,11,12,13,14,16,20,21,22,23,24
2176,1,4,5,6,7,9,10,15,16,17,18,19,20,22,23,25
2177,1,2,3,6,7,8,9,10,11,13,14,20,22,23,24,25
2178,1,3,5,6,8,9,11,13,15,16,18,19,20,21,22,25
2179,1,2,4,5,8,9,10,11,12,14,15,16,17,18,20,24
2180,1,2,3,5,7,10,11,12,13,15,17,18,20,23,24,25
2181,1,2,3,4,5,6,8,9,11,12,14,15,17,18,19,21
2182,1,3,4,5,7,8,10,11,14,15,16,18,19,20,21,23
2183,1,2,5,6,7,10,13,15,16,18,19,20,21,22,24,25
2184,3,4,5,6,7,12,13,15,16,17,19,20,21,22,24,25
2185,2,4,5,6,8,9,10,12,13,14,15,19,21,23,24,25
2186,1,2,5,6,7,9,10,11,12,14,15,16,17,18,22,24
2187,1,2,4,6,8,11,12,13,14,17,18,20,21,22,23,24
2188,3,5,6,7,9,11,13,14,15,16,17,18,20,23,24,25
2189,1,3,4,5,6,8,10,11,12,13,14,15,16,17,20,23
2190,2,3,4,5,6,8,9,11,12,17,19,20,21,23,24,25
2191,1,2,5,8,9,11,12,13,14,17,18,19,20,21,23,24
2192,3,5,6,7,8,9,10,12,13,14,16,19,20,21,24,25
2193,1,2,4,5,8,11,12,13,14,15,16,17,18,20,22,25
2194,1,2,4,6,7,10,12,14,15,16,17,19,20,21,22,24
2195,2,4,5,6,7,8,9,10,12,14,15,18,19,20,22,24
2196,2,3,4,5,8,10,11,12,13,16,17,18,19,20,22,23
2197,1,2,3,5,7,8,10,12,13,15,16,18,21,22,23,24
2198,2,5,8,9,10,11,12,14,15,16,17,18,19,20,21,23
2199,1,2,3,4,9,10,11,13,15,17,19,20,21,23,24,25
2200,2,3,6,7,8,9,10,12,14,15,17,18,20,21,22,25
2201,2,3,4,8,9,11,12,13,14,16,17,19,20,21,22,24
2202,1,4,5,7,8,9,12,14,17,18,20,21,22,23,24,25
2203,2,4,5,7,9,10,11,12,13,17,18,19,20,21,22,25
2204,1,2,3,5,6,7,9,11,12,14,15,16,18,21,22,24
2205,1,2,3,4,5,6,9,11,12,13,14,15,18,19,21,25
2206,2,3,5,7,8,10,11,12,13,17,18,19,20,21,22,25
2207,2,3,6,8,10,11,14,15,16,17,18,19,20,21,23,24
2208,1,2,4,5,6,7,10,12,15,16,17,18,19,20,23,25
2209,1,3,4,5,8,9,10,16,17,18,20,21,22,23,24,25
2210,2,4,5,6,8,9,11,13,14,15,18,19,21,22,23,25
2211,1,2,4,6,7,8,10,13,14,16,20,21,22,23,24,25
2212,1,4,5,6,8,9,10,12,13,17,18,19,20,22,23,24
2213,2,3,5,6,7,8,9,11,14,16,17,19,20,21,22,23
2214,4,6,8,9,10,11,12,13,15,16,18,20,21,22,23,24
2215,4,5,6,7,8,9,12,13,15,17,18,19,20,22,23,24
2216,2,3,5,6,7,8,9,10,14,15,16,17,19,21,22,23
2217,1,3,5,8,9,10,11,13,14,16,18,19,20,22,23,25
2218,2,3,6,7,8,10,11,12,13,15,18,19,20,21,23,24
2219,1,2,4,6,7,8,9,10,12,13,19,20,22,23,24,25
2220,1,2,6,9,10,11,12,14,16,17,18,19,20,22,23,25
2221,1,2,4,7,8,10,11,13,16,17,18,19,20,22,24,25
2222,2,3,5,6,8,10,11,13,14,15,17,19,20,22,24,25
2223,1,2,3,4,5,7,8,9,12,16,17,18,19,22,24,25
2224,1,2,3,4,5,8,9,10,11,13,14,15,16,19,24,25
2225,1,3,4,5,6,7,8,9,10,12,15,17,18,23,24,25
2226,2,4,5,7,8,9,10,11,12,13,16,18,19,20,22,25
2227,1,5,7,8,9,10,11,13,14,17,18,20,21,23,24,25
2228,1,2,3,4,5,6,10,11,14,17,18,20,21,22,24,25
2229,1,2,5,6,8,10,11,12,13,18,19,20,21,22,23,25
2230,3,4,5,6,7,10,11,13,14,18,19,20,21,22,23,24
2231,1,2,3,5,6,7,9,11,12,13,15,17,20,21,23,24
2232,2,3,4,5,6,9,11,12,14,17,18,19,21,22,24,25
2233,1,3,4,5,6,7,8,9,10,13,16,17,18,19,23,24
2234,1,4,10,11,12,13,14,15,16,17,18,19,20,21,22,25
2235,1,3,4,6,10,12,13,14,15,16,17,18,19,20,23,24
2236,1,5,6,7,8,9,11,13,14,15,16,17,18,20,21,23
2237,3,4,7,8,9,10,12,13,14,17,19,20,22,23,24,25
2238,1,3,4,7,8,9,11,13,14,15,16,17,21,23,24,25
2239,1,2,5,6,8,9,10,13,15,17,18,19,20,22,24,25
2240,1,2,4,5,6,7,10,12,13,14,15,16,18,19,20,21
2241,3,4,5,6,8,9,12,13,14,16,19,20,21,23,24,25
2242,1,3,5,7,8,11,13,15,16,17,18,19,20,21,22,25
2243,2,3,4,5,6,7,8,10,11,12,13,14,17,21,23,24
2244,2,3,4,5,6,8,9,10,13,14,15,17,18,19,20,25
2245,3,4,6,8,9,13,14,16,17,18,19,20,21,22,23,24
2246,2,3,4,5,6,7,9,10,11,14,15,16,18,19,23,25
2247,1,3,4,5,6,7,8,10,11,14,15,16,17,18,21,23
2248,1,2,3,5,7,10,11,12,14,16,17,18,21,22,24,25
2249,1,2,3,4,5,6,7,8,9,15,16,18,19,20,21,23
2250,1,4,5,6,7,8,9,14,15,18,19,20,22,23,24,25
2251,1,2,3,6,10,11,12,13,15,16,18,19,20,22,23,24
2252,2,4,7,8,9,10,11,13,14,15,17,18,19,22,23,24
2253,1,3,4,5,7,10,13,14,15,16,17,18,19,21,22,24
2254,1,2,5,7,8,9,10,11,13,14,16,19,21,22,23,25
2255,1,3,4,7,9,10,11,12,13,14,15,17,18,21,22,24
2256,1,3,5,6,7,9,10,11,16,17,18,20,22,23,24,25
2257,1,2,4,5,8,9,11,12,13,16,18,19,20,21,23,24
2258,1,2,3,6,7,9,10,11,12,14,15,16,20,22,23,24
2259,1,3,4,6,9,10,11,13,15,17,19,21,22,23,24,25
2260,2,3,4,5,6,7,8,9,10,16,18,19,21,23,24,25
2261,2,3,4,5,6,7,9,11,12,13,17,18,20,23,24,25
2262,1,2,3,4,5,9,10,11,13,15,16,17,19,20,21,23
2263,4,6,8,9,10,12,13,14,15,16,18,19,20,21,23,25
2264,1,3,4,6,8,10,11,15,16,17,18,19,21,23,24,25
2265,2,4,5,6,8,9,10,12,14,18,19,20,21,23,24,25
2266,2,3,4,5,7,9,10,12,13,14,17,18,20,22,23,24
2267,2,3,4,8,9,12,13,15,16,18,19,20,21,22,24,25
2268,1,3,7,8,9,10,11,12,13,16,17,20,21,22,24,25
2269,1,2,4,5,6,8,9,11,14,17,18,19,20,21,23,25
2270,1,2,3,6,7,9,12,13,15,16,17,18,20,21,22,25
2271,1,2,3,5,7,9,12,14,16,17,18,20,21,22,23,25
2272,2,3,5,6,7,8,9,10,11,12,13,19,20,21,22,24
2273,1,3,4,5,7,8,9,10,12,14,15,18,20,22,23,24
2274,1,2,4,6,7,9,11,13,14,15,17,18,19,20,24,25
2275,3,4,5,6,7,8,9,10,11,14,16,17,18,19,21,23
2276,1,3,4,5,6,8,9,10,11,14,18,19,20,22,23,25
2277,1,2,3,4,9,10,11,15,16,17,18,20,21,23,24,25
2278,1,4,5,7,8,9,10,13,14,17,18,20,21,22,23,25
2279,1,5,6,7,10,11,12,13,14,16,17,19,22,23,24,25
2280,1,2,3,4,5,6,7,8,14,15,16,20,21,22,23,24
2281,1,3,5,6,8,9,11,13,14,15,16,17,18,22,23,25
2282,1,3,5,6,7,9,10,11,12,13,14,15,17,20,21,22
2283,1,2,5,6,9,10,12,13,14,15,18,19,20,21,22,24
2284,3,4,5,6,7,8,9,10,12,16,18,19,21,22,23,25
2285,1,3,7,8,9,11,12,13,15,16,17,18,19,22,23,24
2286,1,2,6,7,8,9,10,14,15,16,17,18,20,21,24,25
2287,3,6,7,9,10,11,12,13,16,17,19,20,21,22,23,24
2288,1,2,3,4,6,7,11,12,13,14,15,16,18,20,21,25
2289,1,4,5,7,8,11,12,13,15,16,18,19,21,23,24,25
2290,3,4,6,7,9,10,11,13,14,15,17,18,20,21,24,25
2291,1,2,3,4,6,7,9,11,12,13,15,17,18,19,21,23
2292,1,3,5,9,10,11,14,15,16,17,19,20,21,22,24,25
2293,2,3,4,5,8,9,10,12,13,14,15,18,19,20,22,24
2294,1,2,3,4,6,7,8,9,10,12,13,15,19,20,21,25
2295,1,2,3,7,8,10,12,14,16,18,19,20,21,22,24,25
2296,1,3,5,6,8,9,10,13,14,17,18,19,22,23,24,25
2297,1,3,4,5,6,8,9,11,12,13,14,17,20,22,24,25
2298,1,2,5,6,9,10,11,13,15,16,19,20,21,22,23,24
2299,1,2,3,5,6,7,11,12,14,16,17,18,19,21,24,25
2300,2,3,4,6,9,11,13,14,15,16,17,18,19,21,24,25
2301,2,3,4,7,9,10,11,12,13,14,16,18,20,22,24,25
2302,3,4,5,8,9,10,11,12,13,14,15,17,19,20,23,25
2303,1,2,5,6,7,8,9,10,13,15,16,17,18,19,23,25
2304,1,2,3,7,8,10,12,13,14,15,16,17,19,22,23,25
2305,2,3,4,6,7,9,11,12,13,15,16,17,20,21,22,25
2306,1,2,3,4,5,6,8,11,13,17,18,19,20,21,24,25
2307,1,2,3,4,5,6,9,14,15,16,17,20,21,23,24,25
2308,1,3,4,5,6,7,8,9,12,13,14,15,16,17,21,23
2309,1,2,4,5,8,9,12,14,16,17,18,19,20,21,22,23
2310,1,2,4,5,6,7,8,10,11,12,13,14,16,19,22,23
2311,1,2,3,6,7,8,9,10,13,14,15,16,20,21,24,25
2312,2,3,5,7,8,10,11,13,15,18,19,21,22,23,24,25
2313,1,2,4,5,9,11,12,13,15,17,19,20,21,22,24,25
2314,1,2,3,4,9,12,13,15,16,17,18,19,20,22,24,25
2315,1,2,3,4,6,7,8,9,10,15,16,18,20,21,23,25
2316,1,3,5,6,9,11,12,13,15,16,17,18,20,21,23,25
2317,2,4,5,6,7,8,9,15,17,19,20,21,22,23,24,25
2318,1,2,3,4,5,6,7,8,9,10,11,14,15,17,20,21
2319,1,2,3,7,8,9,10,11,14,15,16,18,19,23,24,25
2320,1,2,3,4,5,6,12,13,14,15,17,18,19,20,21,25
2321,1,2,3,4,5,6,10,14,15,16,19,20,21,22,23,25
2322,1,2,4,5,7,8,11,12,13,16,17,19,20,21,22,24
2323,1,3,4,6,7,8,9,11,12,14,18,20,22,23,24,25
2324,1,2,3,4,6,7,10,11,13,15,16,20,22,23,24,25
2325,1,4,5,6,8,9,10,11,12,15,16,17,18,21,24,25
2326,1,2,4,6,7,9,10,11,14,15,17,18,19,20,23,25
2327,1,2,3,4,5,7,9,11,12,14,15,18,20,21,22,25
2328,1,3,4,5,7,10,11,13,17,18,19,20,21,22,24,25
2329,3,4,6,8,10,11,12,13,15,17,18,19,21,23,24,25
2330,2,3,4,6,9,10,11,12,14,16,18,19,20,22,23,25
2331,4,6,7,8,9,12,13,14,15,16,19,20,21,22,23,24
2332,2,3,5,6,7,11,12,13,15,16,18,19,20,22,24,25
2333,1,2,5,6,9,10,13,14,17,18,20,21,22,23,24,25
2334,1,4,5,6,8,9,10,13,14,15,16,17,18,22,23,24
2335,1,6,8,10,12,13,14,15,16,17,18,19,20,21,23,25
2336,2,3,5,7,10,11,12,13,14,16,17,18,19,21,23,24
2337,1,2,3,6,7,9,10,12,13,14,15,19,20,21,22,24
2338,1,2,3,4,5,7,8,9,11,12,13,14,15,16,19,23
2339,1,2,4,8,9,10,11,12,14,15,17,18,19,20,22,25
2340,2,4,5,7,9,10,12,13,14,15,16,18,20,21,22,23
2341,2,3,4,5,7,8,12,14,15,16,17,20,21,22,23,25
2342,2,5,6,7,9,11,13,14,16,17,18,19,22,23,24,25
2343,1,2,3,5,8,10,11,13,15,17,18,20,21,22,24,25
2344,1,2,3,4,7,8,9,10,11,13,14,16,19,20,21,23
2345,2,3,4,5,6,9,10,11,12,16,17,18,20,22,23,25
2346,1,4,5,7,9,10,11,14,15,16,17,20,21,22,23,24
2347,1,2,3,6,7,8,9,11,12,13,16,19,20,21,22,25
2348,1,2,5,6,8,9,10,12,14,16,19,20,21,22,24,25
2349,3,4,6,8,9,10,11,12,13,15,18,19,20,21,23,25
2350,1,2,4,6,8,9,11,12,13,14,15,19,20,21,22,25
2351,1,2,3,5,6,9,10,11,14,15,17,18,20,21,23,24
2352,4,5,6,7,9,10,12,14,15,16,17,18,19,20,21,23
2353,3,6,7,8,10,11,12,13,14,17,18,20,21,22,24,25
2354,2,3,4,5,7,9,10,11,13,15,16,18,19,22,23,24
2355,1,2,5,8,9,11,13,14,15,17,18,20,21,23,24,25
2356,1,2,3,5,8,9,10,11,12,13,17,20,21,22,23,24
2357,1,2,3,5,7,8,9,10,13,15,17,18,19,21,23,24
2358,1,4,7,8,10,11,12,14,15,16,17,21,22,23,24,25
2359,2,5,6,7,8,9,13,14,15,16,17,18,21,23,24,25
2360,2,3,6,7,8,9,10,11,12,14,15,16,18,22,24,25
2361,2,3,4,7,8,9,10,12,14,15,16,18,20,21,24,25
2362,1,2,4,6,7,8,10,12,15,17,19,20,21,22,24,25
2363,3,4,5,6,8,10,14,15,16,17,18,20,22,23,24,25
2364,2,4,5,6,8,9,12,13,14,15,16,17,18,21,23,25
2365,1,3,5,7,8,9,10,12,14,15,16,17,20,22,24,25
2366,1,2,3,4,6,7,11,12,13,14,18,19,20,21,22,25
2367,1,4,6,10,11,12,14,15,16,17,20,21,22,23,24,25
2368,1,2,3,5,9,12,13,16,17,18,19,20,21,22,23,25
2369,1,2,5,6,9,10,11,12,13,16,18,19,20,21,22,25
2370,1,2,4,5,6,8,9,12,13,14,15,16,18,21,22,24
2371,1,2,3,4,6,8,9,11,12,14,15,16,17,18,20,24
2372,1,2,5,6,9,10,12,13,15,16,17,18,19,20,22,25
2373,1,6,8,9,12,13,14,15,17,18,19,20,21,23,24,25
2374,1,2,4,6,7,8,9,12,13,14,15,16,20,21,24,25
2375,1,2,3,4,5,7,8,9,10,11,12,14,18,19,21,23
2376,1,4,6,7,11,12,14,15,17,18,19,20,21,22,23,25
2377,1,2,4,5,7,9,10,11,12,14,15,18,20,22,24,25
2378,1,2,3,6,8,9,10,11,12,13,15,19,21,23,24,25
2379,2,3,4,5,9,10,11,12,13,14,15,17,20,21,22,23
2380,2,4,5,6,7,10,12,14,15,16,17,19,21,22,23,24
2381,1,2,3,4,5,8,9,11,12,13,15,16,20,21,24,25
2382,1,2,3,5,6,8,9,11,14,15,18,19,21,23,24,25
2383,1,2,3,4,5,8,9,10,12,14,16,17,18,19,22,23
2384,1,7,10,11,12,13,15,16,17,19,20,21,22,23,24,25
2385,1,3,6,7,8,9,11,12,13,14,16,17,20,21,23,24
2386,3,4,6,7,9,12,14,15,16,17,18,19,20,22,23,25
2387,1,3,6,7,8,11,12,13,16,18,19,20,22,23,24,25
2388,3,4,5,6,7,8,12,14,15,17,18,19,20,21,23,24
2389,1,3,4,6,7,10,11,13,15,17,18,19,20,21,24,25
2390,1,4,5,6,9,11,12,13,14,16,18,19,20,21,22,25
2391,3,7,8,10,11,12,13,15,16,17,18,19,20,21,22,24
2392,2,3,4,6,7,8,9,10,12,13,16,17,18,23,24,25
2393,1,3,7,10,11,13,14,15,16,18,19,20,21,22,23,24
2394,1,2,3,4,6,7,9,10,14,16,17,18,21,23,24,25
2395,1,4,5,6,7,10,11,14,15,16,17,18,19,21,22,24
2396,1,3,4,7,8,9,10,11,12,13,15,16,18,19,20,24
2397,3,4,5,6,8,9,12,13,16,17,18,21,22,23,24,25
2398,4,5,6,7,8,9,10,12,13,15,16,17,18,22,24,25
2399,1,2,3,7,9,11,12,13,14,15,16,17,18,21,22,24
2400,1,3,4,5,6,7,8,9,10,12,13,14,16,17,18,23
2401,3,4,5,8,9,10,11,15,16,17,18,19,20,21,22,24
2402,3,4,6,7,9,10,11,12,13,14,16,19,20,22,23,25
2403,1,3,6,7,8,12,13,14,15,16,18,19,21,22,23,24
2404,1,2,3,5,6,8,10,11,13,17,19,20,22,23,24,25
2405,1,2,3,4,5,8,9,10,12,13,16,17,20,21,22,25
2406,1,2,4,5,6,8,10,11,12,14,15,17,21,22,23,24
2407,1,4,6,9,10,11,12,14,15,16,18,19,20,22,24,25
2408,2,4,5,8,9,10,11,13,16,18,19,20,21,22,24,25
2409,2,3,5,7,8,9,11,12,13,14,16,19,21,23,24,25
2410,1,5,7,8,9,11,12,15,16,18,19,21,22,23,24,25
2411,1,4,6,7,8,9,11,12,14,15,16,17,21,22,24,25
2412,1,2,3,5,7,10,11,12,13,18,19,20,21,22,23,24
